id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
2853,AS,114,ANC,SEA,4,150,200,0
2854,B6,766,BQN,MCO,4,240,169,0
2855,HA,206,HNL,OGG,4,300,36,0
2856,OO,4746,BIS,MSP,4,300,85,0
2857,OO,6466,IYK,LAX,4,300,53,0
2858,US,1983,BOS,CLT,4,300,135,0
2859,HA,108,HNL,KOA,4,302,41,0
2860,9E,3975,GFK,MSP,4,305,68,0
2861,HA,102,HNL,ITO,4,305,49,0
2862,OH,6338,GSO,ATL,4,315,93,0
2863,OO,6505,LMT,SFO,4,315,95,0
2864,US,1640,MCO,CLT,4,315,97,0
2865,US,908,TPA,CLT,4,315,96,0
2866,HA,106,HNL,OGG,4,317,36,0
2867,9E,3854,DLH,MSP,4,320,58,0
2868,DL,1276,MSP,ATL,4,320,158,0
2869,OO,4651,FAR,MSP,4,320,62,0
2870,CO,1585,MFE,IAH,4,325,64,0
2871,CO,222,MSY,IAH,4,325,70,0
2872,EV,4966,VPS,ATL,4,325,69,0
2873,OO,4793,PSC,SLC,4,325,90,0
2874,US,1521,BWI,CLT,4,325,83,0
2875,XE,2827,MAF,IAH,4,325,85,0
2876,9E,3702,RST,MSP,4,330,50,0
2877,AA,1711,BOS,MIA,4,330,210,0
2878,CO,611,EWR,IAH,4,330,233,0
2879,DL,1143,CHS,ATL,4,330,72,0
2880,DL,1511,MSN,DTW,4,330,80,0
2881,DL,1518,MCO,ATL,4,330,84,0
2882,DL,1698,JAX,ATL,4,330,80,0
2883,DL,1842,SAT,ATL,4,330,142,0
2884,DL,2054,PNS,ATL,4,330,75,0
2885,DL,2112,BHM,ATL,4,330,58,0
2886,DL,2306,LIT,ATL,4,330,97,0
2887,DL,2711,SAV,ATL,4,330,65,0
2888,EV,4940,OMA,ATL,4,330,147,0
2889,EV,5014,ICT,ATL,4,330,132,0
2890,EV,5044,ECP,ATL,4,330,68,0
2891,EV,5062,HSV,ATL,4,330,53,0
2892,EV,5117,DHN,ATL,4,330,70,0
2893,EV,5393,MGM,ATL,4,330,57,0
2894,EV,7108,PWM,IAD,4,330,114,0
2895,OO,6917,ACV,SMF,4,330,65,0
2896,OO,7781,EKO,SLC,4,330,70,0
2897,US,1289,BOS,PHL,4,330,84,0
2898,US,1420,PHL,CLT,4,330,102,0
2899,US,1732,ATL,CLT,4,330,68,0
2900,US,347,PDX,PHX,4,330,148,0
2901,US,913,RIC,CLT,4,330,72,0
2902,XE,2263,BTR,IAH,4,330,72,0
2903,XE,3024,HRL,IAH,4,330,70,0
2904,YV,2605,MYR,CLT,4,330,62,0
2905,HA,103,HNL,LIH,4,331,35,0
2906,UA,576,SEA,DEN,4,331,159,0
2907,OO,6644,TUS,DEN,4,333,112,0
2908,YV,7294,SBN,ORD,4,334,46,0
2909,9E,3725,TVC,DTW,4,335,75,0
2910,9E,3804,CLE,ATL,4,335,128,0
2911,AA,674,ORD,MIA,4,335,185,0
2912,B6,728,BQN,JFK,4,335,231,0
2913,CO,463,ORD,IAH,4,335,164,0
2914,EV,5038,CAK,DTW,4,335,76,0
2915,OH,6423,DAY,DTW,4,335,75,0
2916,OO,6698,MFR,PDX,4,335,74,0
2917,XE,2865,MKE,IAH,4,335,174,0
2918,9E,3998,TLH,ATL,4,338,68,0
2919,DL,2123,BOS,DTW,4,340,144,0
2920,DL,2597,RIC,ATL,4,340,109,0
2921,DL,2626,FLL,ATL,4,340,118,0
2922,DL,684,AUS,ATL,4,340,134,0
2923,EV,5583,CHA,ATL,4,340,47,0
2924,MQ,4563,CMH,LGA,4,340,100,0
2925,XE,2616,LRD,IAH,4,340,66,0
2926,XE,3006,BRO,IAH,4,340,70,0
2927,XE,3015,CRP,IAH,4,340,59,0
2928,9E,3659,ALB,ATL,4,345,183,0
2929,9E,3862,SAT,MEM,4,345,119,0
2930,9E,3949,PVD,DTW,4,345,135,0
2931,9E,4143,FWA,DTW,4,345,59,0
2932,AA,1141,JFK,MIA,4,345,190,0
2933,AA,1297,DFW,MIA,4,345,160,0
2934,AA,2320,DFW,ORD,4,345,140,0
2935,CO,1677,PHL,IAH,4,345,219,0
2936,CO,1727,BWI,IAH,4,345,208,0
2937,CO,240,AUS,IAH,4,345,55,0
2938,DL,1095,OKC,ATL,4,345,127,0
2939,DL,1112,PIT,ATL,4,345,131,0
2940,DL,1506,LAX,DTW,4,345,270,0
2941,DL,2320,PBI,ATL,4,345,113,0
2942,DL,2710,DFW,ATL,4,345,132,0
2943,DL,2939,DCA,ATL,4,345,120,0
2944,EV,5142,AEX,ATL,4,345,119,0
2945,EV,5233,BTR,ATL,4,345,97,0
2946,EV,5362,SHV,ATL,4,345,123,0
2947,EV,5501,VLD,ATL,4,345,62,0
2948,OH,6264,BDL,CVG,4,345,133,0
2949,OH,6549,MFE,MEM,4,345,118,0
2950,OO,6407,FAT,SFO,4,345,45,0
2951,OO,6523,PHX,LAX,4,345,85,0
2952,OO,6647,BZN,DEN,4,345,107,0
2953,OO,6964,RDM,PDX,4,345,58,0
2954,US,1423,DCA,CLT,4,345,85,0
2955,XE,2919,LFT,IAH,4,345,58,0
2956,XE,5951,CAK,ORD,4,345,95,0
2957,OO,6480,IPL,YUM,4,346,34,0
2958,OO,6843,EAU,CWA,4,346,32,0
2959,UA,756,SFO,DEN,4,348,158,0
2960,OO,3099,OMA,MKE,4,349,81,0
2961,9E,3718,ERI,DTW,4,350,65,0
2962,B6,107,BUF,JFK,4,350,83,0
2963,DL,1248,IAH,ATL,4,350,130,0
2964,DL,1985,DAY,ATL,4,350,114,0
2965,DL,2387,MKE,ATL,4,350,129,0
2966,DL,2405,PHL,DTW,4,350,115,0
2967,DL,734,MCI,ATL,4,350,129,0
2968,EV,5165,AGS,ATL,4,350,60,0
2969,FL,331,PHL,ATL,4,350,145,0
2970,MQ,2734,ABI,DFW,4,350,50,0
2971,MQ,2796,GRR,DFW,4,350,175,0
2972,MQ,3014,FAT,LAX,4,350,65,0
2973,MQ,3332,LBB,DFW,4,350,70,0
2974,MQ,3781,LIT,ORD,4,350,105,0
2975,MQ,3842,MSP,ORD,4,350,95,0
2976,MQ,3892,PHL,ORD,4,350,140,0
2977,OH,6498,ORD,ATL,4,350,128,0
2978,HA,218,HNL,KOA,4,352,41,0
2979,OO,6642,MOD,SFO,4,352,38,0
2980,9E,3955,LBB,MEM,4,355,119,0
2981,9E,4200,TYS,CVG,4,355,64,0
2982,9E,4274,AMA,MEM,4,355,120,0
2983,DL,2356,RDU,DTW,4,355,125,0
2984,DL,377,BDL,DTW,4,355,130,0
2985,HA,202,HNL,ITO,4,355,49,0
2986,MQ,2864,SGF,DFW,4,355,90,0
2987,OH,6414,AZO,DTW,4,355,58,0
2988,OO,7014,RDM,SFO,4,355,101,0
2989,9E,3668,TYS,LGA,4,360,131,0
2990,9E,3724,ABE,DTW,4,360,115,0
2991,9E,3757,BGM,DTW,4,360,103,0
2992,9E,3795,SBN,CVG,4,360,60,0
2993,9E,3845,AVP,DTW,4,360,105,0
2994,9E,3850,FNT,DTW,4,360,48,0
2995,9E,3871,BHM,DTW,4,360,125,0
2996,9E,3893,FWA,ATL,4,360,115,0
2997,9E,3923,IAH,MEM,4,360,95,0
2998,9E,3957,ATW,MSP,4,360,76,0
2999,9E,3985,DSM,MEM,4,360,100,0
3000,9E,4324,DCA,JFK,4,360,82,0
3001,AA,1056,TUL,DFW,4,360,70,0
3002,AA,1140,SAT,DFW,4,360,65,0
3003,AA,1143,TPA,DFW,4,360,170,0
3004,AA,1215,DCA,DFW,4,360,210,0
3005,AA,1225,COS,DFW,4,360,120,0
3006,AA,1406,OMA,DFW,4,360,125,0
3007,AA,1584,LAS,DFW,4,360,160,0
3008,AA,1596,PDX,DFW,4,360,225,0
3009,AA,1615,BDL,DFW,4,360,260,0
3010,AA,1631,MSY,MIA,4,360,105,0
3011,AA,1670,AUS,ORD,4,360,165,0
3012,AA,1755,ABQ,DFW,4,360,105,0
3013,AA,1839,OKC,DFW,4,360,60,0
3014,AA,1843,BOS,ORD,4,360,175,0
3015,AA,1895,LGA,MIA,4,360,190,0
3016,AA,1965,STL,DFW,4,360,115,0
3017,AA,1994,IAH,MIA,4,360,135,0
3018,AA,2037,BNA,MIA,4,360,135,0
3019,AA,2060,SEA,ORD,4,360,245,0
3020,AA,2299,DTW,MIA,4,360,190,0
3021,AA,445,DCA,ORD,4,360,125,0
3022,AA,526,SFO,DFW,4,360,215,0
3023,AA,528,LAX,MIA,4,360,280,0
3024,AA,548,LAX,ORD,4,360,240,0
3025,AA,552,SFO,MIA,4,360,315,0
3026,AA,654,PHX,DFW,4,360,130,0
3027,AA,708,AUS,DFW,4,360,60,0
3028,AS,454,SEA,LAX,4,360,150,0
3029,AS,55,ANC,FAI,4,360,58,0
3030,AS,600,SEA,LAS,4,360,143,0
3031,AS,62,FAI,ANC,4,360,70,0
3032,B6,1001,BOS,JFK,4,360,71,0
3033,B6,1133,SYR,JFK,4,360,85,0
3034,B6,1224,RDU,BOS,4,360,101,0
3035,B6,146,PBI,JFK,4,360,152,0
3036,B6,155,JFK,MCO,4,360,168,0
3037,B6,1695,BOS,MCO,4,360,192,0
3038,B6,247,OAK,LGB,4,360,77,0
3039,B6,370,FLL,LGA,4,360,159,0
3040,B6,45,ROC,JFK,4,360,83,0
3041,B6,52,MCO,JFK,4,360,141,0
3042,B6,601,PWM,JFK,4,360,75,0
3043,B6,701,JFK,SJU,4,360,218,0
3044,CO,1045,CLE,IAH,4,360,190,0
3045,CO,1810,SMF,IAH,4,360,220,0
3046,CO,198,DEN,IAH,4,360,143,0
3047,CO,308,PDX,IAH,4,360,238,0
3048,CO,361,PHX,IAH,4,360,150,0
3049,DL,1106,SEA,SLC,4,360,120,0
3050,DL,1157,CMH,ATL,4,360,110,0
3051,DL,1181,RSW,ATL,4,360,110,0
3052,DL,1297,JFK,ATL,4,360,168,0
3053,DL,1301,IND,ATL,4,360,105,0
3054,DL,1371,BOS,LGA,4,360,68,0
3055,DL,1401,BOS,ATL,4,360,190,0
3056,DL,1504,MCI,DTW,4,360,118,0
3057,DL,1580,SFO,ATL,4,360,270,0
3058,DL,1602,LAS,ATL,4,360,223,0
3059,DL,1625,BWI,ATL,4,360,120,0
3060,DL,1767,CLT,DTW,4,360,115,0
3061,DL,1831,PDX,SLC,4,360,107,0
3062,DL,1889,CVG,ATL,4,360,103,0
3063,DL,1949,RDU,ATL,4,360,87,0
3064,DL,2205,MDW,ATL,4,360,120,0
3065,DL,2264,DFW,MEM,4,360,92,0
3066,DL,2280,STL,ATL,4,360,110,0
3067,DL,2437,CLT,ATL,4,360,82,0
3068,DL,2480,SEA,DTW,4,360,253,0
3069,DL,2525,BOS,MSP,4,360,210,0
3070,DL,2581,SDF,ATL,4,360,84,0
3071,DL,2816,LAS,DTW,4,360,233,0
3072,DL,725,SFO,SLC,4,360,113,0
3073,EV,4942,JAX,DCA,4,360,112,0
3074,EV,4946,ABY,ATL,4,360,50,0
3075,EV,4979,TRI,ATL,4,360,67,0
3076,EV,4998,XNA,ATL,4,360,119,0
3077,EV,5011,ROA,DTW,4,360,98,0
3078,EV,5079,LYH,ATL,4,360,85,0
3079,EV,5141,EVV,ATL,4,360,80,0
3080,EV,5169,HPN,ATL,4,360,151,0
3081,EV,5257,BDL,DCA,4,360,84,0
3082,EV,5313,EWN,ATL,4,360,98,0
3083,EV,5316,CSG,ATL,4,360,44,0
3084,EV,5366,SGF,ATL,4,360,119,0
3085,EV,5374,CAK,ATL,4,360,109,0
3086,EV,5387,GPT,ATL,4,360,80,0
3087,EV,5419,OKC,DTW,4,360,150,0
3088,EV,5435,MLU,ATL,4,360,98,0
3089,EV,5460,MOB,ATL,4,360,77,0
3090,EV,5507,CHO,ATL,4,360,102,0
3091,EV,5564,ILM,ATL,4,360,88,0
3092,EV,5605,ROA,ATL,4,360,86,0
3093,EV,7075,DTW,IAD,4,360,90,0
3094,EV,7100,CAE,ORD,4,360,128,0
3095,EV,7116,JFK,IAD,4,360,81,0
3096,EV,7117,ROA,ORD,4,360,116,0
3097,EV,7323,BMI,ATL,4,360,115,0
3098,EV,7378,DEN,CVG,4,360,158,0
3099,F9,377,BOS,MKE,4,360,165,0
3100,CO,269,SFO,IAH,4,15,205,1
3101,CO,1094,LAX,IAH,4,30,181,1
3102,DL,2606,SFO,MSP,4,35,216,1
3103,CO,223,ANC,SEA,4,49,201,1
3104,AA,2408,LAX,DFW,4,55,170,1
3105,AS,132,ANC,PDX,4,55,215,1
3106,B6,98,DEN,JFK,4,59,213,1
3107,HA,17,LAS,HNL,4,100,380,1
3108,CO,315,BQN,EWR,4,165,246,1
3109,B6,768,PSE,MCO,4,262,180,1
3110,US,1011,EWR,CLT,4,300,111,1
3111,US,149,SEA,PHX,4,315,166,1
3112,OO,4719,LWS,SLC,4,328,87,1
3113,9E,3886,DSM,ATL,4,330,135,1
3114,DL,1972,TPA,ATL,4,330,85,1
3115,DL,2995,BNA,ATL,4,330,67,1
3116,EV,5532,CAE,ATL,4,330,64,1
3117,EV,7123,BTV,IAD,4,336,110,1
3118,9E,4196,TYS,ATL,4,340,57,1
3119,CO,214,DFW,IAH,4,340,59,1
3120,XE,5973,LAN,ORD,4,340,71,1
3121,CO,278,SAT,IAH,4,345,54,1
3122,CO,633,LGA,IAH,4,345,235,1
3123,DL,2481,ORF,ATL,4,345,120,1
3124,EV,5218,SYR,ATL,4,345,158,1
3125,MQ,3632,CLT,MIA,4,350,120,1
3126,MQ,4013,LEX,ORD,4,350,95,1
3127,OH,6629,GRR,DTW,4,350,61,1
3128,9E,4391,MBS,DTW,4,351,59,1
3129,9E,3836,OMA,DTW,4,355,145,1
3130,9E,3935,EWR,DTW,4,355,130,1
3131,B6,735,JFK,BQN,4,355,215,1
3132,9E,3755,SWF,DTW,4,360,120,1
3133,9E,3875,GSP,DTW,4,360,115,1
3134,9E,4026,ORF,DTW,4,360,125,1
3135,9E,4239,ITH,DTW,4,360,97,1
3136,9E,4272,ECP,MEM,4,360,90,1
3137,AA,1602,ELP,DFW,4,360,100,1
3138,AA,1878,SMF,DFW,4,360,205,1
3139,AA,1921,EWR,MIA,4,360,185,1
3140,AA,2103,IAD,MIA,4,360,160,1
3141,AA,2301,ORD,DFW,4,360,150,1
3142,AS,81,SEA,ANC,4,360,219,1
3143,B6,19,BTV,JFK,4,360,84,1
3144,B6,371,LGA,FLL,4,360,174,1
3145,B6,442,TPA,BOS,4,360,167,1
3146,B6,63,JFK,TPA,4,360,176,1
3147,B6,68,FLL,JFK,4,360,160,1
3148,CO,1428,CLT,IAH,4,360,180,1
3149,CO,469,SFO,IAH,4,360,225,1
3150,CO,759,DCA,IAH,4,360,206,1
3151,CO,89,IAH,EWR,4,360,200,1
3152,DL,1084,ANC,MSP,4,360,326,1
3153,DL,1447,LGA,ATL,4,360,167,1
3154,DL,2530,BZN,MSP,4,360,138,1
3155,DL,2806,SFO,MSP,4,360,222,1
3156,EV,5027,MLI,ATL,4,360,130,1
3157,EV,5265,SYR,DTW,4,360,115,1
3158,EV,5275,FAY,ATL,4,360,86,1
3159,EV,5479,LFT,ATL,4,360,120,1
3160,EV,5491,OAJ,ATL,4,360,98,1
3161,EV,7086,DAY,IAD,4,360,90,1
3162,EV,7097,CMH,ORD,4,360,82,1
3163,FL,901,PHF,ATL,4,360,123,1
3164,FL,942,ROC,BWI,4,360,83,1
3165,MQ,2731,CVG,DFW,4,360,165,1
3166,MQ,2750,JAN,DFW,4,360,100,1
3167,MQ,3450,XNA,DFW,4,360,70,1
3168,MQ,3768,EWR,ORD,4,360,165,1
3169,MQ,3853,ATL,ORD,4,360,115,1
3170,MQ,3884,CLE,ORD,4,360,85,1
3171,MQ,4420,BOS,LGA,4,360,80,1
3172,MQ,4581,CLT,LGA,4,360,110,1
3173,OO,4662,ABQ,SLC,4,360,99,1
3174,OO,4676,BNA,MSP,4,360,144,1
3175,OO,6345,PSC,SFO,4,360,125,1
3176,OO,6399,ORD,MCI,4,360,88,1
3177,OO,6586,PSP,DEN,4,360,131,1
3178,OO,6836,PAH,ORD,4,360,78,1
3179,OO,6918,CMX,ORD,4,360,82,1
3180,OO,6936,SPI,ORD,4,360,60,1
3181,OO,6949,EUG,DEN,4,360,155,1
3182,OO,6975,DFW,ORD,4,360,139,1
3183,OO,6997,MKE,ORD,4,360,44,1
3184,UA,84,LAX,JFK,4,360,334,1
3185,US,12,SMF,PHX,4,360,109,1
3186,US,1440,BNA,CLT,4,360,74,1
3187,US,2161,LGA,DCA,4,360,59,1
3188,US,270,IAH,PHX,4,360,172,1
3189,US,56,ORD,PHL,4,360,119,1
3190,US,985,MSY,CLT,4,360,108,1
3191,WN,2643,SMF,LAX,4,360,80,1
3192,WN,406,SEA,LAS,4,360,140,1
3193,WN,702,MDW,LAS,4,360,245,1
3194,WN,748,SMF,DEN,4,360,145,1
3195,XE,2143,GSP,IAH,4,360,160,1
3196,XE,2614,CMH,EWR,4,360,97,1
3197,XE,2644,GPT,IAH,4,360,81,1
3198,XE,2745,BNA,EWR,4,360,127,1
3199,XE,3037,CHS,IAH,4,360,167,1
3200,B6,1320,BWI,BOS,4,363,77,1
3201,DL,1943,EWR,ATL,4,363,156,1
3202,AS,730,ANC,SEA,4,365,205,1
3203,CO,1831,PBI,IAH,4,365,163,1
3204,DL,2931,LGA,DTW,4,365,118,1
3205,EV,5343,GRR,ATL,4,365,130,1
3206,WN,1687,STL,DEN,4,365,150,1
3207,WN,317,MDW,DEN,4,365,170,1
3208,WN,388,AUS,ELP,4,365,100,1
3209,AA,1723,BWI,MIA,4,370,160,1
3210,AA,398,ORD,LGA,4,370,120,1
3211,AA,488,SEA,DFW,4,370,230,1
3212,AA,700,DFW,LGA,4,370,190,1
3213,MQ,2743,FAY,DFW,4,370,195,1
3214,MQ,4419,RDU,DCA,4,370,65,1
3215,OH,6405,GSO,ATL,4,370,93,1
3216,OO,4729,MFR,SLC,4,370,112,1
3217,OO,6364,SBA,LAX,4,370,48,1
3218,US,590,OAK,PHX,4,370,112,1
3219,WN,1105,LAS,MDW,4,370,215,1
3220,WN,821,OAK,LAX,4,370,75,1
3221,YV,2933,ABQ,PHX,4,370,76,1
3222,OO,6759,LIT,ORD,4,371,115,1
3223,OO,6320,LAX,SAN,4,372,48,1
3224,9E,3692,FSD,DTW,4,375,130,1
3225,9E,4388,IAD,DTW,4,375,108,1
3226,CO,1576,SJC,IAH,4,375,228,1
3227,CO,1599,EWR,IAH,4,375,248,1
3228,DL,1125,PHF,ATL,4,375,116,1
3229,EV,5364,MGM,MEM,4,375,76,1
3230,F9,192,DAY,DEN,4,375,189,1
3231,F9,319,DCA,MKE,4,375,130,1
3232,MQ,4576,LGA,CLT,4,375,120,1
3233,MQ,4590,MSP,LGA,4,375,164,1
3234,US,1626,CLT,LGA,4,375,100,1
3235,WN,107,MDW,PHL,4,375,125,1
3236,WN,1320,LAS,SEA,4,375,165,1
3237,WN,3915,AUS,HOU,4,375,50,1
3238,WN,532,PHX,MDW,4,375,200,1
3239,WN,685,OMA,STL,4,375,70,1
3240,XE,2175,BNA,IAH,4,375,134,1
3241,9E,3684,PIT,JFK,4,380,106,1
3242,9E,4008,ORF,JFK,4,380,94,1
3243,DL,2346,PDX,ATL,4,380,279,1
3244,EV,4991,MYR,ATL,4,380,81,1
3245,OO,4529,OMA,SLC,4,380,156,1
3246,OO,6832,SBA,SFO,4,380,88,1
3247,US,1269,JFK,CLT,4,380,120,1
3248,WN,220,BHM,HOU,4,380,115,1
3249,WN,496,PDX,DEN,4,380,145,1
3250,WN,831,PHL,MDW,4,380,135,1
3251,FL,1435,PHF,BOS,4,381,89,1
3252,DL,1241,GSP,ATL,4,383,63,1
3253,9E,3928,PIA,DTW,4,385,93,1
3254,AA,509,DTW,DFW,4,385,185,1
3255,AA,608,SAN,DFW,4,385,185,1
3256,AA,810,SFO,ORD,4,385,255,1
3257,B6,610,JAX,JFK,4,385,129,1
3258,EV,7372,GPT,MEM,4,385,83,1
3259,F9,790,PDX,DEN,4,385,144,1
3260,FL,848,MCO,ATL,4,385,96,1
3261,MQ,2782,LEX,DFW,4,385,160,1
3262,MQ,4464,LGA,BOS,4,385,65,1
3263,OH,6421,EWR,CVG,4,385,140,1
3264,WN,1093,BUF,BWI,4,385,90,1
3265,WN,264,DEN,STL,4,385,120,1
3266,WN,370,PDX,SJC,4,385,105,1
3267,WN,703,DAL,TUL,4,385,60,1
3268,WN,792,DTW,BNA,4,385,105,1
3269,9E,4117,ROC,ATL,4,390,145,1
3270,AA,2401,DFW,LAX,4,390,205,1
3271,CO,1121,BOS,EWR,4,390,81,1
3272,DL,1162,BNA,ATL,4,390,90,1
3273,DL,1418,MCO,ATL,4,390,94,1
3274,DL,246,LAX,JFK,4,390,320,1
3275,DL,2504,SAV,ATL,4,390,74,1
3276,DL,2853,HSV,ATL,4,390,80,1
3277,EV,5413,ATW,ATL,4,390,138,1
3278,FL,100,DFW,ATL,4,390,125,1
3279,MQ,3007,SBA,LAX,4,390,45,1
3280,OH,6658,CMH,DCA,4,390,81,1
3281,OO,4657,LEX,MSP,4,390,130,1
3282,OO,4671,MSO,SLC,4,390,82,1
3283,UA,89,PVD,ORD,4,390,165,1
3284,US,654,JFK,PHX,4,390,349,1
3285,WN,1127,AUS,DAL,4,390,55,1
3286,WN,1683,SAN,SJC,4,390,90,1
3287,WN,1751,HOU,STL,4,390,115,1
3288,WN,1868,OMA,MDW,4,390,85,1
3289,WN,201,DAL,HOU,4,390,60,1
3290,WN,249,SJC,LAX,4,390,75,1
3291,WN,2,HOU,DAL,4,390,55,1
3292,WN,3485,CLE,BNA,4,390,100,1
3293,WN,779,BWI,MCO,4,390,140,1
3294,YV,2816,FAT,PHX,4,390,96,1
3295,UA,530,ORD,MSP,4,391,94,1
3296,UA,61,IAH,SFO,4,391,261,1
3297,OO,6301,RNO,LAX,4,393,86,1
3298,OO,6271,ORD,FWA,4,394,51,1
3299,OO,4458,BZN,SLC,4,395,75,1
3300,WN,178,BWI,BOS,4,395,80,1
3301,WN,185,IND,BWI,4,395,100,1
3302,WN,2903,SJC,SAN,4,395,80,1
3303,WN,690,DEN,BWI,4,395,205,1
3304,UA,891,JFK,LAX,4,398,380,1
3305,DL,1486,ATL,LGA,4,400,127,1
3306,FL,573,LGA,MKE,4,400,146,1
3307,OO,4871,BIS,SLC,4,400,121,1
3308,WN,1091,DAL,ELP,4,400,110,1
3309,WN,1122,DTW,DEN,4,400,200,1
3310,WN,1482,BUF,MCO,4,400,170,1
3311,WN,1615,MSP,DEN,4,400,140,1
3312,WN,960,SAN,BWI,4,400,295,1
3313,CO,329,CLT,EWR,4,401,109,1
3314,9E,4127,BDL,RDU,4,405,123,1
3315,AA,1794,FAT,DFW,4,405,195,1
3316,CO,1598,SNA,IAH,4,405,204,1
3317,CO,162,ONT,IAH,4,405,187,1
3318,CO,194,LAX,IAH,4,405,194,1
3319,CO,333,LGA,IAH,4,405,235,1
3320,CO,91,EWR,LAX,4,405,367,1
3321,EV,7341,OKC,ATL,4,405,130,1
3322,F9,847,IND,DEN,4,405,169,1
3323,MQ,4203,ORD,CMH,4,405,75,1
3324,MQ,4343,ORD,DTW,4,405,85,1
3325,OH,6437,RIC,CVG,4,405,117,1
3326,OH,6553,LEX,DCA,4,405,96,1
3327,US,1583,PHL,CLT,4,405,115,1
3328,WN,1175,SNA,OAK,4,405,105,1
3329,WN,2356,DAL,ABQ,4,405,110,1
3330,WN,346,SLC,PHX,4,405,105,1
3331,WN,410,MDW,PHX,4,405,245,1
3332,WN,650,ABQ,MDW,4,405,165,1
3333,YV,2821,LGB,PHX,4,405,87,1
3334,YV,2833,TUS,PHX,4,405,47,1
3335,9E,4327,FNT,MSP,4,410,105,1
3336,MQ,3931,OMA,ORD,4,410,100,1
3337,MQ,4031,MHK,ORD,4,410,115,1
3338,MQ,4250,AVP,ORD,4,410,135,1
3339,OH,6303,DCA,STL,4,410,142,1
3340,OO,4687,IDA,SLC,4,410,56,1
3341,OO,4800,SLC,LAX,4,410,115,1
3342,WN,1087,CMH,BNA,4,410,80,1
3343,WN,1140,TPA,HOU,4,410,145,1
3344,WN,1163,SFO,SNA,4,410,85,1
3345,WN,1218,ABQ,LAS,4,410,100,1
3346,WN,1246,PHX,STL,4,410,175,1
3347,WN,468,GEG,BOI,4,410,65,1
3348,WN,524,DAL,MCI,4,410,85,1
3349,XE,3130,DCA,EWR,4,410,63,1
3350,OO,7003,SEA,LAX,4,414,156,1
3351,AA,505,JFK,SJU,4,415,245,1
3352,OO,6427,ORD,BHM,4,415,103,1
3353,US,195,PHL,PHX,4,415,317,1
3354,WN,3238,CLE,MDW,4,415,85,1
3355,WN,3773,SLC,LAS,4,415,85,1
3356,OO,6935,SMF,ACV,4,417,64,1
3357,DL,2839,DCA,ATL,4,419,135,1
3358,9E,3982,EVV,DTW,4,420,95,1
3359,9E,4301,IND,RDU,4,420,105,1
3360,9E,4314,DTW,ORF,4,420,114,1
3361,AA,1363,RDU,MIA,4,420,130,1
3362,AA,1590,DFW,EWR,4,420,195,1
3363,DL,2344,LAS,CVG,5,10,215,0
3364,US,1558,PHX,CLT,5,15,222,0
3365,AA,2466,SFO,DFW,5,20,195,0
3366,DL,2722,PHX,DTW,5,30,228,0
3367,DL,2304,LAX,ATL,5,35,256,0
3368,DL,2606,SFO,MSP,5,35,216,0
3369,AA,2538,LAS,ORD,5,40,200,0
3370,DL,1006,LAX,MSY,5,48,220,0
3371,AA,532,LAS,DFW,5,50,145,0
3372,DL,1646,PHX,ATL,5,50,212,0
3373,DL,2055,SLC,ATL,5,50,210,0
3374,DL,2814,SEA,MSP,5,50,189,0
3375,AA,2408,LAX,DFW,5,55,170,0
3376,AS,132,ANC,PDX,5,55,215,0
3377,US,498,DEN,CLT,5,55,179,0
3378,B6,98,DEN,JFK,5,59,213,0
3379,DL,1450,LAS,MSP,5,60,186,0
3380,CO,507,ONT,IAH,5,75,167,0
3381,DL,2223,ANC,SLC,5,85,270,0
3382,AS,112,ANC,SEA,5,90,200,0
3383,DL,1820,LAX,MEM,5,100,216,0
3384,US,122,ANC,PHX,5,113,327,0
3385,AS,114,ANC,SEA,5,150,200,0
3386,CO,315,BQN,EWR,5,165,246,0
3387,B6,766,BQN,MCO,5,240,169,0
3388,B6,750,SJU,MCO,5,259,182,0
3389,HA,206,HNL,OGG,5,300,36,0
3390,OO,4746,BIS,MSP,5,300,85,0
3391,OO,6466,IYK,LAX,5,300,53,0
3392,US,1011,EWR,CLT,5,300,111,0
3393,HA,108,HNL,KOA,5,302,41,0
3394,OO,7036,MKE,ORD,5,302,44,0
3395,9E,3975,GFK,MSP,5,305,68,0
3396,HA,102,HNL,ITO,5,305,49,0
3397,OH,6338,GSO,ATL,5,315,93,0
3398,US,149,SEA,PHX,5,315,166,0
3399,US,1640,MCO,CLT,5,315,97,0
3400,US,908,TPA,CLT,5,315,96,0
3401,HA,106,HNL,OGG,5,317,36,0
3402,9E,3854,DLH,MSP,5,320,58,0
3403,DL,1276,MSP,ATL,5,320,158,0
3404,OO,4651,FAR,MSP,5,320,62,0
3405,CO,1585,MFE,IAH,5,325,64,0
3406,CO,222,MSY,IAH,5,325,70,0
3407,EV,4966,VPS,ATL,5,325,69,0
3408,XE,2827,MAF,IAH,5,325,85,0
3409,OO,4719,LWS,SLC,5,328,87,0
3410,9E,3702,RST,MSP,5,330,50,0
3411,9E,3886,DSM,ATL,5,330,135,0
3412,9E,4382,ECP,ATL,5,330,67,0
3413,AA,1711,BOS,MIA,5,330,210,0
3414,CO,611,EWR,IAH,5,330,233,0
3415,DL,1143,CHS,ATL,5,330,72,0
3416,DL,1511,MSN,DTW,5,330,80,0
